ligand	receptor	sources	references	database	evidence
IL5	CSF2RB	3qt2;PDB_partially		CellPhoneDB	curated
IL5	IL5RA	3qt2;PDB_partially		CellPhoneDB	curated
IL6	IL6R	1p9m;PDB		CellPhoneDB	curated
IL6	IL6ST	1p9m;PDB		CellPhoneDB	curated
IL7	IL2RG	3di2;PDB_partially		CellPhoneDB	curated
IL7	IL7R	3di2;PDB_partially		CellPhoneDB	curated
IL9	IL2RG	uniprot		CellPhoneDB	curated
IL9	IL9R	uniprot		CellPhoneDB	curated
RAET1E	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
RAET1E	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
RAET1G	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
RAET1G	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
RAET1L	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577._4s0u;PDB_partially		CellPhoneDB	curated
RAET1L	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577._4s0u;PDB_partially		CellPhoneDB	curated
ULBP1	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
ULBP1	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
ULBP2	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
ULBP2	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
ULBP3	HCST	Induces_NK_Cell_Activation;PMID:24223577;PDB:1kcg_partially		CellPhoneDB	curated
ULBP3	KLRK1	Induces_NK_Cell_Activation;PMID:24223577;PDB:1kcg_partially		CellPhoneDB	curated
KNG1	BDKRB1	uniprot;reactome		CellPhoneDB	curated
KNG1	BDKRB2	uniprot;reactome		CellPhoneDB	curated
KNG1	RXFP4	uniprot		CellPhoneDB	curated
LEFTY1	TDGF1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
LEFTY2	TDGF1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
CLEC2A	KLRF2	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
CLEC2B	KLRF1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
LRRC4B	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRRC4B	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRRC4B	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRRC4C	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRFN4	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRFN4	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRFN4	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRFN5	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRFN5	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRFN5	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
LRRTM1	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM1	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM1	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM2	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM2	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM2	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM3	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM3	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM3	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM4	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM4	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM4	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
LRRTM4	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
NCAM1	AGRN	reactome		CellPhoneDB	curated
DPEP1	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
DPEP1	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DPEP2	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
DPEP2	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DPEP3	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
DPEP3	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GGT1	CYSLTR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GGT1	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GGT1	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
GGT5	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
GGT1	CYSLTR2	HMRbase;uniprot;reactome		CellPhoneDB	curated
GGT5	CYSLTR2	HMRbase;uniprot;reactome		CellPhoneDB	curated
GGT1	GPR17	uniprot;reactome		CellPhoneDB	curated
GGT5	GPR17	uniprot;reactome		CellPhoneDB	curated
LTA4H	GPR17	uniprot;reactome		CellPhoneDB	curated
LTA4H	LTB4R	HMRbase;uniprot;reactome		CellPhoneDB	curated
LTA4H	LTB4R2	HMRbase;uniprot;reactome		CellPhoneDB	curated
LTB	LTBR	uniprot		CellPhoneDB	curated
LTC4S	CYSLTR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
LTC4S	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PTGR1	LTB4R	HMRbase;uniprot;reactome		CellPhoneDB	curated
PTGR1	LTB4R2	HMRbase;uniprot;reactome		CellPhoneDB	curated
ALOX12	CYSLTR1	HMRbase		CellPhoneDB	curated
ALOX12	FPR2	HMRbase;uniprot		CellPhoneDB	curated
ALOX5	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
ALOX5AP	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
LTC4S	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	curated
ALOX5	CYSLTR1	HMRbase		CellPhoneDB	curated
ALOX5AP	CYSLTR1	HMRbase		CellPhoneDB	curated
LTC4S	CYSLTR1	HMRbase		CellPhoneDB	curated
ALOX5	CYSLTR2	HMRbase;uniprot;reactome		CellPhoneDB	curated
ALOX5AP	CYSLTR2	HMRbase;uniprot;reactome		CellPhoneDB	curated
LTC4S	CYSLTR2	HMRbase;uniprot;reactome		CellPhoneDB	curated
ALOX5	FPR2	HMRbase;uniprot		CellPhoneDB	curated
ALOX5AP	FPR2	HMRbase;uniprot		CellPhoneDB	curated
LTC4S	FPR2	HMRbase;uniprot		CellPhoneDB	curated
ALOX5	GPR17	uniprot;reactome		CellPhoneDB	curated
ALOX5AP	GPR17	uniprot;reactome		CellPhoneDB	curated
LTC4S	GPR17	uniprot;reactome		CellPhoneDB	curated
ALOX5	OXER1	HMRbase;uniprot		CellPhoneDB	curated
ALOX5AP	OXER1	HMRbase;uniprot		CellPhoneDB	curated
LTC4S	OXER1	HMRbase;uniprot		CellPhoneDB	curated
XCL1	XCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
XCL2	XCR1	uniprot		CellPhoneDB	curated
LPAR1	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
LPAR2	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
LPAR3	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
ASMT	MTNR1A	uniprot;reactome		CellPhoneDB	curated
ASMT	MTNR1B	uniprot;reactome		CellPhoneDB	curated
MDK	ALK	uniprot		CellPhoneDB	curated
MDK	PTPRZ1	PMID:10212223	PMID:10212223	CellPhoneDB	curated
AMH	ACVR1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
AMH	AMHR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
AMH	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
AMH	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
NECTIN2	TIGIT	PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	CellPhoneDB	curated
NECTIN3	PVR	PMID:19011627;PMID:12740392	PMID:19011627;PMID:12740392	CellPhoneDB	curated
NECTIN3	TIGIT	PMID:1313846	PMID:1313846	CellPhoneDB	curated
NTN1	DCC	uniprot		CellPhoneDB	curated
NTN1	DSCAM	uniprot		CellPhoneDB	curated
NTN1	UNC5A	uniprot		CellPhoneDB	curated
NTN1	UNC5B	uniprot		CellPhoneDB	curated
NTN1	UNC5C	uniprot		CellPhoneDB	curated
NTN4	NTRK2	uniprot		CellPhoneDB	curated
NTN4	UNC5B	uniprot		CellPhoneDB	curated
NTN4	UNC5D	uniprot		CellPhoneDB	curated
NRG1	ERBB3	uniprot		CellPhoneDB	curated
NRG1	ERBB4	uniprot		CellPhoneDB	curated
NRG1	ITGA6	uniprot		CellPhoneDB	curated
NRG1	ITGB4	uniprot		CellPhoneDB	curated
NRG2	ERBB3	uniprot		CellPhoneDB	curated
NRG2	ERBB4	uniprot		CellPhoneDB	curated
NRG3	ERBB4	uniprot		CellPhoneDB	curated
NRG4	ERBB4	uniprot		CellPhoneDB	curated
NRXN1	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NRXN1	DAG1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NRXN2	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NRXN2	DAG1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NRXN3	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NLGN1	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN1	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN1	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN2	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN2	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN2	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN3	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN3	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN3	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN3	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
NLGN4X	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN4X	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN4X	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN4Y	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NLGN4Y	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
NMB	GRPR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
NMB	NMBR	uniprot;HMRbase;reactome		CellPhoneDB	curated
NMS	NMUR1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
NMS	NMUR2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
NMU	NMUR1	uniprot		CellPhoneDB	curated
NMU	NMUR2	uniprot		CellPhoneDB	curated
NPB	NPBWR1	uniprot;reactome		CellPhoneDB	curated
NPB	NPBWR2	uniprot;reactome		CellPhoneDB	curated
NPFF	NPFFR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NPFF	NPFFR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NPPA	NPR1	uniprot		CellPhoneDB	curated
NPS	NPSR1	uniprot		CellPhoneDB	curated
NPW	NPBWR1	uniprot;reactome		CellPhoneDB	curated
NPW	NPBWR2	uniprot;reactome		CellPhoneDB	curated
NTS	NTSR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NTS	NTSR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NTS	SORT1	uniprot		CellPhoneDB	curated
NRTN	GFRA2	uniprot		CellPhoneDB	curated
NRTN	RET	uniprot		CellPhoneDB	curated
NTF3	NGFR	uniprot		CellPhoneDB	curated
NTF3	NTRK1	uniprot		CellPhoneDB	curated
NTF3	NTRK2	uniprot		CellPhoneDB	curated
NTF3	NTRK3	uniprot		CellPhoneDB	curated
NTF4	NGFR	uniprot		CellPhoneDB	curated
NTF4	NTRK2	uniprot		CellPhoneDB	curated
NODAL	ACVR1B	reactome		CellPhoneDB	curated
NODAL	ACVR2A	reactome		CellPhoneDB	curated
NODAL	CFC1	reactome		CellPhoneDB	curated
NODAL	TDGF1	reactome		CellPhoneDB	curated
NODAL	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
NODAL	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
NODAL	CFC1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
NODAL	TDGF1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
NODAL	ACVR1C	reactome;PMID:15150278		CellPhoneDB	curated
NODAL	ACVR2B	reactome;PMID:15150278		CellPhoneDB	curated
NODAL	CFC1	reactome;PMID:15150278		CellPhoneDB	curated
NODAL	TDGF1	reactome;PMID:15150278		CellPhoneDB	curated
DBH	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DBH	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A2	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CNTN1	NOTCH1	uniprot;PMID:14567914		CellPhoneDB	curated
CNTN1	NOTCH2	reactome;PMID:14567914		CellPhoneDB	curated
DLK1	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLK1	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLK1	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLK1	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL1	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL1	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL1	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL1	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL3	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL3	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL3	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL3	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL4	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL4	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL4	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	curated
DLL4	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG1	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG1	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG1	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG1	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG2	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG2	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG2	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	curated
JAG2	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	curated
OSM	IL6ST	uniprot		CellPhoneDB	curated
OSM	LIFR	uniprot		CellPhoneDB	curated
OSM	OSMR	uniprot		CellPhoneDB	curated
PDYN	OPRD1	reactome		CellPhoneDB	curated
PDYN	OPRK1	reactome		CellPhoneDB	curated
PDYN	OPRM1	uniprot;reactome		CellPhoneDB	curated
PENK	OPRD1	reactome		CellPhoneDB	curated
PENK	OPRK1	reactome		CellPhoneDB	curated
PENK	OPRM1	reactome		CellPhoneDB	curated
PNOC	OPRL1	uniprot;reactome		CellPhoneDB	curated
HCRT	HCRTR1	uniprot		CellPhoneDB	curated
HCRT	HCRTR2	uniprot		CellPhoneDB	curated
OXT	AVPR1A	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
OXT	AVPR1B	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
OXT	AVPR2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
OXT	OXTR	uniprot;HMRbase;reactome		CellPhoneDB	curated
PTH	PTH1R	uniprot;HMRbase;reactome		CellPhoneDB	curated
PTH	PTH2R	uniprot;reactome		CellPhoneDB	curated
PTH2	PTH1R	uniprot;reactome		CellPhoneDB	curated
PTH2	PTH2R	uniprot;reactome		CellPhoneDB	curated
PTHLH	PRLHR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PTHLH	PTH1R	uniprot;reactome		CellPhoneDB	curated
PTHLH	PTH2R	uniprot;reactome		CellPhoneDB	curated
ADCYAP1	ADCYAP1R1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
ADCYAP1	VIPR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
ADCYAP1	VIPR2	uniprot		CellPhoneDB	curated
PGF	FLT1	uniprot		CellPhoneDB	curated
PGF	KDR	uniprot		CellPhoneDB	curated
PGF	NRP1	uniprot		CellPhoneDB	curated
PGF	NRP2	uniprot		CellPhoneDB	curated
PLAU	PLAUR	uniprot		CellPhoneDB	curated
PLAUR	ITGA4	PMID:11053440	PMID:11053440	CellPhoneDB	curated
PLAUR	ITGB1	PMID:11053440	PMID:11053440	CellPhoneDB	curated
PLAUR	ITGAV	PMID:11053440;PMID:15863511	PMID:11053440;PMID:15863511	CellPhoneDB	curated
PLAUR	ITGB3	PMID:11053440;PMID:15863511	PMID:11053440;PMID:15863511	CellPhoneDB	curated
PDGFA	PDGFRA	uniprot		CellPhoneDB	curated
PDGFB	PDGFRA	uniprot		CellPhoneDB	curated
PDGFB	PDGFRB	uniprot		CellPhoneDB	curated
PDGFC	PDGFRA	uniprot		CellPhoneDB	curated
PDGFD	PDGFRA	uniprot		CellPhoneDB	curated
PDGFD	PDGFRB	uniprot		CellPhoneDB	curated
PTN	ALK	uniprot		CellPhoneDB	curated
PTN	PTPRZ1	PMID:25644401	PMID:25644401	CellPhoneDB	curated
PODXL	SELL	PMID:22814396	PMID:22814396	CellPhoneDB	curated
PODXL2	SELE	uniprot		CellPhoneDB	curated
PODXL2	SELL	uniprot		CellPhoneDB	curated
PODXL2	SELP	uniprot		CellPhoneDB	curated
POMC	MC1R	uniprot;HMRbase;reactome		CellPhoneDB	curated
PVR	CD226	activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149		CellPhoneDB	curated
PVR	CD96	uniprot		CellPhoneDB	curated
PVR	TIGIT	PMID:19815499;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	PMID:19815499;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	CellPhoneDB	curated
GCG	GCGR	uniprot;HMRbase;reactome		CellPhoneDB	curated
GCG	GLP1R	uniprot		CellPhoneDB	curated
GCG	GLP2R	uniprot		CellPhoneDB	curated
PMCH	MCHR1	reactome		CellPhoneDB	curated
PMCH	MCHR2	reactome		CellPhoneDB	curated
NPY	NPY1R	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NPY	NPY2R	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NPY	NPY4R	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NPY	NPY5R	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NPY	PRLHR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
HSD3B1	CATSPER1	uniprot;reactome		CellPhoneDB	curated
HSD3B1	CATSPERB	uniprot;reactome		CellPhoneDB	curated
HSD3B1	CATSPERD	uniprot;reactome		CellPhoneDB	curated
HSD3B1	CATSPER2	uniprot;reactome		CellPhoneDB	curated
HSD3B1	CATSPER3	uniprot;reactome		CellPhoneDB	curated
HSD3B1	CATSPER4	uniprot;reactome		CellPhoneDB	curated
HSD3B1	PGR	HMRbase		CellPhoneDB	curated
GNRH1	GNRHR	uniprot;HMRbase;reactome		CellPhoneDB	curated
GNRH1	GNRHR2	uniprot;HMRbase;reactome		CellPhoneDB	curated
GNRH2	GNRHR	uniprot;HMRbase;reactome		CellPhoneDB	curated
GNRH2	GNRHR2	uniprot;HMRbase;reactome		CellPhoneDB	curated
PROK1	PROKR1	reactome;uniprot		CellPhoneDB	curated
PROK1	PROKR2	reactome;uniprot		CellPhoneDB	curated
PROK2	PROKR1	reactome;uniprot		CellPhoneDB	curated
PROK2	PROKR2	reactome;uniprot		CellPhoneDB	curated
PRL	PRLR	uniprot;HMRbase;PMID:12580759		CellPhoneDB	curated
PRLH	PRLHR	uniprot;HMRbase;reactome		CellPhoneDB	curated
POMC	MC2R	uniprot		CellPhoneDB	curated
POMC	MC3R	uniprot;reactome		CellPhoneDB	curated
POMC	MC4R	uniprot;reactome		CellPhoneDB	curated
POMC	MC5R	uniprot;reactome		CellPhoneDB	curated
POMC	OPRD1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
POMC	OPRK1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
POMC	OPRM1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
RLN1	RXFP1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
RLN1	RXFP2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
RLN1	RXFP3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
RLN2	RXFP1	uniprot;HMRbase;reactome		CellPhoneDB	curated
RLN2	RXFP2	uniprot;reactome		CellPhoneDB	curated
RLN2	RXFP3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
RLN3	RXFP1	uniprot;HMRbase;reactome		CellPhoneDB	curated
RLN3	RXFP2	uniprot;HMRbase;reactome		CellPhoneDB	curated
RLN3	RXFP3	uniprot;HMRbase;reactome		CellPhoneDB	curated
RLN3	RXFP4	uniprot;HMRbase;reactome		CellPhoneDB	curated
PSAP	GPR37	uniprot		CellPhoneDB	curated
PSAP	GPR37L1	uniprot		CellPhoneDB	curated
AKR1B1	PTGFR	HMRbase;uniprot;reactome		CellPhoneDB	curated
AKR1C3	PTGDR	HMRbase;uniprot;reactome		CellPhoneDB	curated
AKR1C3	PTGDR2	uniprot;reactome		CellPhoneDB	curated
AKR1C3	PTGFR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CBR1	PTGFR	HMRbase;uniprot;reactome		CellPhoneDB	curated
PTGDS	PTGDR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PTGDS	PTGDR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PTGES	PTGER1	HMRbase;reactome;uniprot		CellPhoneDB	curated
PTGES	PTGER2	HMRbase;uniprot		CellPhoneDB	curated
PTGES	PTGER3	HMRbase;uniprot		CellPhoneDB	curated
PTGES	PTGER4	HMRbase;uniprot		CellPhoneDB	curated
PTGES2	PTGER1	HMRbase;reactome;uniprot		CellPhoneDB	curated
PTGES2	PTGER2	HMRbase;uniprot		CellPhoneDB	curated
PTGES2	PTGER3	HMRbase;uniprot		CellPhoneDB	curated
PTGES2	PTGER4	HMRbase;uniprot		CellPhoneDB	curated
PTGES3	PTGER1	HMRbase;reactome;uniprot		CellPhoneDB	curated
PTGES3	PTGER2	HMRbase;uniprot		CellPhoneDB	curated
PTGES3	PTGER3	HMRbase;uniprot		CellPhoneDB	curated
PTGES3	PTGER4	HMRbase;uniprot		CellPhoneDB	curated
PPY	NPY1R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PPY	NPY2R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PPY	NPY4R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PPY	NPY5R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PYY	NPY1R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PYY	NPY2R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PYY	NPY4R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
PYY	NPY5R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
RSPO1	FZD8	uniprot		CellPhoneDB	curated
RSPO1	LRP6	uniprot		CellPhoneDB	curated
RSPO1	KREMEN1	uniprot		CellPhoneDB	curated
RSPO1	LGR4	uniprot;reactome		CellPhoneDB	curated
RSPO1	LGR5	uniprot;reactome		CellPhoneDB	curated
RSPO1	LGR6	uniprot;reactome		CellPhoneDB	curated
RSPO2	LGR4	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RSPO2	LGR5	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RSPO2	LGR6	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RSPO3	LGR4	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RSPO3	LGR5	PMID:24532711	PMID:24532711	CellPhoneDB	curated
