ligand	receptor	sources	references	database	evidence
AGRP	MC4R	uniprot		CellPhoneDB	curated
AGRP	MC5R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
ASIP	MC1R	uniprot		CellPhoneDB	curated
AGRN	LRP4	reactome		CellPhoneDB	curated
AGRN	MUSK	reactome		CellPhoneDB	curated
AGRN	PTPRS	reactome		CellPhoneDB	curated
IAPP	CALCR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
IAPP	CALCR	reactome		CellPhoneDB	curated
IAPP	RAMP1	reactome		CellPhoneDB	curated
IAPP	RAMP2	reactome		CellPhoneDB	curated
IAPP	RAMP3	reactome		CellPhoneDB	curated
APP	CD74	PMID:19849849	PMID:19849849	CellPhoneDB	curated
APP	FPR2	reactome		CellPhoneDB	curated
APP	PLXNA4	Shilts screen - VALIDATED		CellPhoneDB	curated
APP	SORL1	uniprot		CellPhoneDB	curated
APP	TNFRSF21	uniprot		CellPhoneDB	curated
APP	TREM2	uniprot;PMID:27477013		CellPhoneDB	curated
APP	TYROBP	uniprot;PMID:27477013		CellPhoneDB	curated
APLP2	PIGR	Shilts screen - VALIDATED		CellPhoneDB	curated
APLP2	PLXNA4	Shilts screen - VALIDATED		CellPhoneDB	curated
CYP11B2	NR3C1	HMRbase		CellPhoneDB	curated
CYP11B2	NR3C2	HMRbase;uniprot		CellPhoneDB	curated
SRD5A1	AR	HMRbase;uniprot		CellPhoneDB	curated
SRD5A2	AR	HMRbase;uniprot		CellPhoneDB	curated
SRD5A3	AR	HMRbase;uniprot		CellPhoneDB	curated
CYP17A1	AR	HMRbase;reactome		CellPhoneDB	curated
HSD17B6	NR1H4	HMRbase		CellPhoneDB	curated
CYP27B1	VDR	HMRbase;uniprot		CellPhoneDB	curated
CYP11B1	NR3C1	HMRbase		CellPhoneDB	curated
CYP11B1	NR3C2	uniprot;PMID:3037703		CellPhoneDB	curated
CYP21A2	NR3C2	HMRbase;uniprot		CellPhoneDB	curated
CYP19A1	ESR1	HMRbase;reactome		CellPhoneDB	curated
CYP19A1	ESR2	HMRbase		CellPhoneDB	curated
CYP19A1	GPER1	reactome;uniprot		CellPhoneDB	curated
CYP19A1	NR1I2	HMRbase		CellPhoneDB	curated
CYP11A1	NR1H4	HMRbase;uniprot		CellPhoneDB	curated
CYP3A4	NR1H4	HMRbase;uniprot		CellPhoneDB	curated
CYP11A1	NR1I2	HMRbase;uniprot		CellPhoneDB	curated
FDX1	NR1I2	HMRbase;uniprot		CellPhoneDB	curated
FDX2	NR1I2	HMRbase;uniprot		CellPhoneDB	curated
FDXR	NR1I2	HMRbase;uniprot		CellPhoneDB	curated
HSD17B12	AR	HMRbase;uniprot		CellPhoneDB	curated
HSD17B3	AR	HMRbase;uniprot		CellPhoneDB	curated
ANGPT1	TEK	uniprot		CellPhoneDB	curated
ANGPT2	TEK	uniprot		CellPhoneDB	curated
ANGPT4	TEK	uniprot		CellPhoneDB	curated
AGT	AGTR1	uniprot		CellPhoneDB	curated
AGT	AGTR2	uniprot		CellPhoneDB	curated
ANXA1	FPR1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
ANXA1	FPR2	PMID:22610094;reactome	PMID:22610094;reactome	CellPhoneDB	curated
ANXA1	FPR3	reactome		CellPhoneDB	curated
APELA	APLNR	uniprot		CellPhoneDB	curated
APLN	APLNR	uniprot		CellPhoneDB	curated
APOA1	ABCA1	reactome		CellPhoneDB	curated
APOA1	AMN	reactome		CellPhoneDB	curated
APOA1	CUBN	reactome		CellPhoneDB	curated
APOA1	TREM2	uniprot;PMID:27477018		CellPhoneDB	curated
APOA1	TYROBP	uniprot;PMID:27477018		CellPhoneDB	curated
APOA2	TREM2	uniprot;PMID:27477017		CellPhoneDB	curated
APOA2	TYROBP	uniprot;PMID:27477017		CellPhoneDB	curated
APOB	APOBR	uniprot		CellPhoneDB	curated
APOB	TREM2	uniprot;PMID:27477016		CellPhoneDB	curated
APOB	TYROBP	uniprot;PMID:27477016		CellPhoneDB	curated
APOE	TREM2	uniprot;PMID:27477015		CellPhoneDB	curated
APOE	TYROBP	uniprot;PMID:27477015		CellPhoneDB	curated
DAGLA	CNR1	reactome		CellPhoneDB	curated
DAGLA	CNR2	reactome		CellPhoneDB	curated
DAGLA	GPR55	reactome		CellPhoneDB	curated
DAGLB	CNR1	reactome		CellPhoneDB	curated
DAGLB	CNR2	reactome		CellPhoneDB	curated
DAGLB	GPR55	reactome		CellPhoneDB	curated
NGF	NGFR	uniprot		CellPhoneDB	curated
NGF	NTRK1	uniprot		CellPhoneDB	curated
NGF	SORT1	uniprot		CellPhoneDB	curated
BMP10	ACVR2A	PMID:25136781	PMID:25136781	CellPhoneDB	curated
BMP10	ACVRL1	PMID:25136781	PMID:25136781	CellPhoneDB	curated
BMP10	ACVRL1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP10	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP15	BMPR1B	PMID:22710174;PMID:12419820	PMID:22710174;PMID:12419820	CellPhoneDB	curated
BMP15	BMPR2	PMID:22710174;PMID:12419820	PMID:22710174;PMID:12419820	CellPhoneDB	curated
BMP15	ACVR1B	PMID:1218020110	PMID:1218020110	CellPhoneDB	curated
BMP15	BMPR1B	PMID:1218020110	PMID:1218020110	CellPhoneDB	curated
BMP15	BMPR2	PMID:1218020110	PMID:1218020110	CellPhoneDB	curated
GDF2	ACVR1B	PMID:1218020110	PMID:1218020110	CellPhoneDB	curated
GDF2	BMPR1B	PMID:1218020110	PMID:1218020110	CellPhoneDB	curated
GDF2	BMPR2	PMID:1218020110	PMID:1218020110	CellPhoneDB	curated
BMP2	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP2	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP2	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP2	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP2	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP4	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP4	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP4	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP4	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP4	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP5	ACVR1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP5	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP5	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP5	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP5	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP5	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP6	ACVR1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP6	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP6	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP6	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP6	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP6	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP7	ACVR1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP7	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP7	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP7	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP7	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP7	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP8A	ACVR1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP8A	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP8A	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP8A	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP8A	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMP8A	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BMPR1B	BMPR1A	3evs;_PDB_complex_higher_affinity		CellPhoneDB	curated
BMPR2	BMPR1A	3evs;_PDB_complex_higher_affinity		CellPhoneDB	curated
BDNF	NGFR	uniprot		CellPhoneDB	curated
BDNF	NTRK2	uniprot		CellPhoneDB	curated
BDNF	SORT1	uniprot		CellPhoneDB	curated
CALCA	CALCR	uniprot;HMRbase;PMID:7476993		CellPhoneDB	curated
CALCA	CALCRL	uniprot		CellPhoneDB	curated
CALCA	RAMP1	uniprot		CellPhoneDB	curated
CALCB	CALCR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
CALCB	CALCRL	uniprot		CellPhoneDB	curated
CALCB	RAMP1	uniprot		CellPhoneDB	curated
CLSTN1	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN1	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN1	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN2	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN2	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN2	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN3	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN3	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CLSTN3	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	curated
CTSG	F2RL3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
CTSG	FPR1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
CCL1	CCR8	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL11	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL11	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL11	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL13	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL13	CCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL13	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL14	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL14	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL14	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL15	CCR1	uniprot		CellPhoneDB	curated
CCL15	CCR3	uniprot		CellPhoneDB	curated
CCL16	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL16	CCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL16	CCR8	uniprot;reactome		CellPhoneDB	curated
CCL16	HRH4	PMID:15265943	PMID:15265943	CellPhoneDB	curated
CCL17	CCR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL18	CCR8	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL19	ACKR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL19	CCR7	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL19	CCRL2	uniprot		CellPhoneDB	curated
CCL2	ACKR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL2	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL2	CCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL20	CCR6	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL21	ACKR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL21	CCR7	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL22	CCR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL22	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL23	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL23	FPR2	reactome		CellPhoneDB	curated
CCL24	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL25	ACKR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL25	CCR9	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL26	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL26	CCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL26	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL27	CCR10	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL28	CCR10	uniprot		CellPhoneDB	curated
CCL3	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL3	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL3	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL3	CCR5	PMID:15251452	PMID:15251452	CellPhoneDB	curated
CCL3L1	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL3L1	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL4	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL4	CCR5	uniprot		CellPhoneDB	curated
CCL5	ACKR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL5	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL5	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL5	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL5	CCR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL5	CCR5	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL5	GPR75	uniprot		CellPhoneDB	curated
CCL7	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL7	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL7	CCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL7	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL7	CCR5	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL8	ACKR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL8	CCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL8	CCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL8	CCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCL8	CCR5	PMID:24218476	PMID:24218476	CellPhoneDB	curated
PPBP	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
PPBP	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CX3CL1	CX3CR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL1	ACKR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL1	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL1	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL10	CXCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL10	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL11	ACKR3	uniprot		CellPhoneDB	curated
CXCL11	CXCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL11	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL12	CXCR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL12	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL13	ACKR4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL13	CXCR5	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL14	CXCR4	PMID:32212206	PMID:32212206	CellPhoneDB	curated
CXCL16	CXCR6	uniprot		CellPhoneDB	curated
CXCL2	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL2	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL3	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL5	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL5	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL6	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL6	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL8	ACKR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL8	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL8	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL9	CXCR3	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CXCL9	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	curated
CCK	CCKAR	uniprot;HMRbase;reactome		CellPhoneDB	curated
CCK	CCKBR	uniprot;HMRbase;reactome		CellPhoneDB	curated
CEL	RORA	HMRbase;PMID:12467577;PDB:1N83		CellPhoneDB	curated
CEL	RORC	uniprot		CellPhoneDB	curated
LIPA	RORA	HMRbase;PMID:12467577;PDB:1N83		CellPhoneDB	curated
LIPA	RORC	uniprot		CellPhoneDB	curated
DHCR24	RORA	HMRbase;PMID:12467577;PDB:1N83		CellPhoneDB	curated
DHCR24	RORC	uniprot		CellPhoneDB	curated
DHCR7	NR1H2	HMRbase;uniprot		CellPhoneDB	curated
DHCR7	NR1H3	HMRbase		CellPhoneDB	curated
DHCR7	RORA	HMRbase;PMID:12467577;PDB:1N83		CellPhoneDB	curated
DHCR7	RORC	uniprot		CellPhoneDB	curated
CHAT	CHRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRND	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRND	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNG	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNG	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNB4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNB4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CHAT	CHRNA7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC10A4	CHRNA7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRND	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNG	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNB4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A3	CHRNA7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRND	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNG	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNB4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC5A7	CHRNA7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CGA	LHCGR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CGB1	LHCGR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CGB2	LHCGR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CGB3	LHCGR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CGB7	LHCGR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
CGA	FSHR	reactome		CellPhoneDB	curated
FSHB	FSHR	reactome		CellPhoneDB	curated
CGA	LHCGR	reactome		CellPhoneDB	curated
LHB	LHCGR	reactome		CellPhoneDB	curated
CGA	TSHR	uniprot;HMRbase;reactome		CellPhoneDB	curated
TSHB	TSHR	uniprot;HMRbase;reactome		CellPhoneDB	curated
C10ORF99	GPR15	uniprot		CellPhoneDB	curated
C10ORF99	SUSD2	uniprot		CellPhoneDB	curated
C1QL1	ADGRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
C1QL2	ADGRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
C1QL3	ADGRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
C1QL4	ADGRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
C3	C3AR1	uniprot;reactome		CellPhoneDB	curated
C3	C5AR2	uniprot		CellPhoneDB	curated
C3	ITGAM	uniprot		CellPhoneDB	curated
C3	ITGB2	uniprot		CellPhoneDB	curated
C4A	C5AR2	uniprot		CellPhoneDB	curated
C5	C5AR1	uniprot		CellPhoneDB	curated
C5	C5AR2	uniprot		CellPhoneDB	curated
CRH	CRHR1	uniprot;HMRbase;reactome		CellPhoneDB	curated
CRH	CRHR2	uniprot;HMRbase;reactome		CellPhoneDB	curated
CSF1	CSF1R	uniprot		CellPhoneDB	curated
CSF2	CSF2RA	PDB:4nkq		CellPhoneDB	curated
CSF2	CSF2RB	PDB:4nkq		CellPhoneDB	curated
CSF3	CSF3R	uniprot		CellPhoneDB	curated
SULT1A1	PPARA	HMRbase		CellPhoneDB	curated
SULT1A1	PPARD	HMRbase		CellPhoneDB	curated
SULT1A1	PPARG	HMRbase		CellPhoneDB	curated
SULT1E1	PPARA	HMRbase		CellPhoneDB	curated
SULT1E1	PPARD	HMRbase		CellPhoneDB	curated
SULT1E1	PPARG	HMRbase		CellPhoneDB	curated
SULT2A1	PPARA	HMRbase		CellPhoneDB	curated
SULT2A1	PPARD	HMRbase		CellPhoneDB	curated
SULT2A1	PPARG	HMRbase		CellPhoneDB	curated
UBASH3B	ESR1	HMRbase		CellPhoneDB	curated
UBASH3B	NR1I2	HMRbase		CellPhoneDB	curated
UBASH3B	PPARA	HMRbase;PMID:18079279		CellPhoneDB	curated
DHH	BOC	reactome		CellPhoneDB	curated
DHH	PTCH1	reactome		CellPhoneDB	curated
DHH	CDON	reactome		CellPhoneDB	curated
DHH	GAS1	reactome		CellPhoneDB	curated
DHH	HHIP	reactome;PMID:10050855;PMID:19561611		CellPhoneDB	curated
DHRS9	PGR	HMRbase		CellPhoneDB	curated
TYR	GPR143	reactome;uniprot		CellPhoneDB	curated
EDN1	EDNRA	uniprot;reactome;IUPHAR		CellPhoneDB	curated
EDN1	EDNRB	uniprot;reactome;IUPHAR		CellPhoneDB	curated
EDN2	EDNRA	uniprot;reactome;IUPHAR		CellPhoneDB	curated
EDN2	EDNRB	uniprot;reactome;IUPHAR		CellPhoneDB	curated
EDN3	EDNRA	uniprot;reactome;IUPHAR		CellPhoneDB	curated
EDN3	EDNRB	uniprot;reactome;IUPHAR		CellPhoneDB	curated
ENTPD1	ADORA1	uniprot		CellPhoneDB	curated
ENTPD1	ADORA2A	uniprot		CellPhoneDB	curated
ENTPD1	ADORA2B	uniprot		CellPhoneDB	curated
ENTPD1	ADORA3	uniprot		CellPhoneDB	curated
EFNA1	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA1	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA1	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA1	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA1	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA1	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA1	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA2	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA2	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA2	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA2	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA2	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA2	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA2	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA3	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
