ligand	receptor	sources	references	databases	n_databases
PTGR1	LTB4R2	HMRbase;uniprot;reactome		CellPhoneDB	1
PTH	PTH1R	uniprot;HMRbase;reactome		CellPhoneDB	1
PTH	PTH2R	uniprot;reactome		CellPhoneDB	1
PTH2	PTH1R	uniprot;reactome		CellPhoneDB	1
PTH2	PTH2R	uniprot;reactome		CellPhoneDB	1
PTHLH	PRLHR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PTHLH	PTH1R	uniprot;reactome		CellPhoneDB	1
PTHLH	PTH2R	uniprot;reactome		CellPhoneDB	1
PTN	ALK	uniprot		CellPhoneDB	1
PTN	PTPRZ1	PMID:25644401	PMID:25644401	CellPhoneDB	1
PTPRC	CD22	PMID:12115612	PMID:12115612	CellPhoneDB	1
PTPRC	MRC1	PMID:27601670;PMID:10575006	PMID:27601670;PMID:10575006	CellPhoneDB	1
PTPRD	IL1RAP	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
PTPRD	IL1RAPL1	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
PTPRS	NTRK3	reactome		CellPhoneDB	1
PVR	CD226	activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149		CellPhoneDB	1
PVR	CD96	uniprot		CellPhoneDB	1
PVR	KIR2DL5A	Shilts screen - VALIDATED		CellPhoneDB	1
PVR	TIGIT	PMID:19815499;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	PMID:19815499;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	CellPhoneDB	1
PYY	NPY1R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PYY	NPY2R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PYY	NPY4R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PYY	NPY5R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
QRFP	QRFPR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
RAET1E	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
RAET1E	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
RAET1G	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
RAET1G	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
RAET1L	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577._4s0u;PDB_partially		CellPhoneDB	1
RAET1L	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577._4s0u;PDB_partially		CellPhoneDB	1
RARRES2	CCRL2	uniprot		CellPhoneDB	1
RARRES2	CMKLR1	uniprot		CellPhoneDB	1
RARRES2	GPR1	uniprot		CellPhoneDB	1
RBP4	STRA6	uniprot		CellPhoneDB	1
RELN	LRP8	uniprot		CellPhoneDB	1
RELN	VLDLR	uniprot		CellPhoneDB	1
REN	ATP6AP2	uniprot;HMRbase;_PMID:12045255		CellPhoneDB	1
RLN1	RXFP1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
RLN1	RXFP2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
RLN1	RXFP3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
RLN2	RXFP1	uniprot;HMRbase;reactome		CellPhoneDB	1
RLN2	RXFP2	uniprot;reactome		CellPhoneDB	1
RLN2	RXFP3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
RLN3	RXFP1	uniprot;HMRbase;reactome		CellPhoneDB	1
RLN3	RXFP2	uniprot;HMRbase;reactome		CellPhoneDB	1
RLN3	RXFP3	uniprot;HMRbase;reactome		CellPhoneDB	1
RLN3	RXFP4	uniprot;HMRbase;reactome		CellPhoneDB	1
RNASET2	TLR8	uniprot		CellPhoneDB	1
RSPO1	FZD8	uniprot		CellPhoneDB	1
RSPO1	KREMEN1	uniprot		CellPhoneDB	1
RSPO1	LGR4	uniprot;reactome		CellPhoneDB	1
RSPO1	LGR5	uniprot;reactome		CellPhoneDB	1
RSPO1	LGR6	uniprot;reactome		CellPhoneDB	1
RSPO1	LRP6	uniprot		CellPhoneDB	1
RSPO2	LGR4	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO2	LGR5	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO2	LGR6	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO3	LGR4	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO3	LGR5	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO3	LGR6	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO4	LGR4	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO4	LGR5	PMID:24532711	PMID:24532711	CellPhoneDB	1
RSPO4	LGR6	PMID:24532711	PMID:24532711	CellPhoneDB	1
RTN4R	ADGRB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SAA1	FPR2	reactome		CellPhoneDB	1
SCT	SCTR	uniprot;HMRbase;reactome		CellPhoneDB	1
SCT	VIPR1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SCT	VIPR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SDC1	ADGRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SDC2	ADGRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SDC2	FGFR4	Shilts screen - VALIDATED		CellPhoneDB	1
SELE	GLG1	PMID:11404363	PMID:11404363	CellPhoneDB	1
SELPLG	SELE	PMC4571854		CellPhoneDB	1
SELPLG	SELL	PMC2431087;PMID:8892633;PMID:8896607		CellPhoneDB	1
SELPLG	SELP	PMID:19118202;PMID:9829984;PMID:12393589	PMID:19118202;PMID:9829984;PMID:12393589	CellPhoneDB	1
SEMA3A	NRP1	PMID:22325954;uniprot	PMID:22325954	CellPhoneDB	1
SEMA3A	PLXNA1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA3A	PLXNA2	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA3A	PLXNA3	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA3A	PLXNA4	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA3C	NRP2	uniprot		CellPhoneDB	1
SEMA3E	PLXND1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA3F	NRP2	uniprot		CellPhoneDB	1
SEMA4A	PLXND1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA4C	PLXNB2	uniprot		CellPhoneDB	1
SEMA4D	CD72	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA4D	PLXNB1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA4D	PLXNB2	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA4D	PLXNB3	Shilts screen - VALIDATED		CellPhoneDB	1
SEMA4D	PTPRC	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA4G	PLXNB2	uniprot		CellPhoneDB	1
SEMA5A	PLXNB3	uniprot		CellPhoneDB	1
SEMA6A	NRP1	uniprot		CellPhoneDB	1
SEMA6A	PLXNA2	uniprot		CellPhoneDB	1
SEMA6D	KDR	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA6D	PLXNA1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA6D	TREM2	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA6D	TYROBP	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA7A	ITGA1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA7A	ITGB1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SEMA7A	PLXNC1	PMID:22325954	PMID:22325954	CellPhoneDB	1
SFTPD	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SHH	BOC	PMID:25448692;reactome	PMID:25448692	CellPhoneDB	1
SHH	CDON	PMID:25448692;reactome	PMID:25448692	CellPhoneDB	1
SHH	GAS1	PMID:25448692;reactome	PMID:25448692	CellPhoneDB	1
SHH	HHIP	reactome;PMID:10050855;PMID:19561611		CellPhoneDB	1
SHH	PTCH1	reactome		CellPhoneDB	1
SHH	PTCH2	PMID:25448692	PMID:25448692	CellPhoneDB	1
SHMT1	GLRA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SHMT1	GLRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SHMT1	GLRB	uniprot;reactome;IUPHAR		CellPhoneDB	1
SHMT2	GLRA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SHMT2	GLRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SHMT2	GLRB	uniprot;reactome;IUPHAR		CellPhoneDB	1
SIGLEC15	CD44	PMID:31900164	PMID:31900164	CellPhoneDB	1
SLC10A4	CHRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNA7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNB2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNB4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRND	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNE	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC10A4	CHRNG	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A6	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A7	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC17A8	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	DRD1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	DRD2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	DRD3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	DRD4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	DRD5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR1A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR1B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR1D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR1E	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR1F	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR3A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR3B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR3C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR3D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR3E	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR5A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A1	HTR7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	DRD1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	DRD2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	DRD3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	DRD4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	DRD5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR1A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR1B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR1D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR1E	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR1F	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR3A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR3B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR3C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR3D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR3E	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR5A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A2	HTR7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNA7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNB2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNB4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRND	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNE	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC18A3	CHRNG	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A1	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A2	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A3	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
SLC1A6	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
