ligand	receptor	sources	references	databases	n_databases
FCER2	ITGB3	PMID:10037797	PMID:10037797	CellPhoneDB	1
FDX1	NR1I2	HMRbase;uniprot		CellPhoneDB	1
FDX2	NR1I2	HMRbase;uniprot		CellPhoneDB	1
FDXR	NR1I2	HMRbase;uniprot		CellPhoneDB	1
FGA	ITGA2B	uniprot		CellPhoneDB	1
FGA	ITGAM	uniprot		CellPhoneDB	1
FGA	ITGAX	uniprot		CellPhoneDB	1
FGA	ITGB2	uniprot		CellPhoneDB	1
FGA	ITGB3	uniprot		CellPhoneDB	1
FGB	ITGA2B	uniprot		CellPhoneDB	1
FGB	ITGAM	uniprot		CellPhoneDB	1
FGB	ITGAX	uniprot		CellPhoneDB	1
FGB	ITGB2	uniprot		CellPhoneDB	1
FGB	ITGB3	uniprot		CellPhoneDB	1
FGF1	FGFR1	uniprot		CellPhoneDB	1
FGF1	FGFR2	uniprot;reactome;PMID:27458533		CellPhoneDB	1
FGF1	FGFR3	uniprot;reactome;PMID:27458533		CellPhoneDB	1
FGF1	FGFR4	reactome;PMID:25772309		CellPhoneDB	1
FGF1	ITGAV	uniprot		CellPhoneDB	1
FGF1	ITGB3	uniprot		CellPhoneDB	1
FGF10	FGFR2	reactome;PMID:25772309		CellPhoneDB	1
FGF17	FGFR3	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	1
FGF19	FGFR4	uniprot;reactome;PMID:25772309		CellPhoneDB	1
FGF19	KLB	uniprot;reactome;PMID:25772309		CellPhoneDB	1
FGF2	FGFR1	uniprot		CellPhoneDB	1
FGF2	FGFR2	uniprot		CellPhoneDB	1
FGF2	FGFR3	uniprot		CellPhoneDB	1
FGF2	FGFR4	uniprot		CellPhoneDB	1
FGF2	ITGAV	uniprot		CellPhoneDB	1
FGF2	ITGB3	uniprot		CellPhoneDB	1
FGF20	FGFR3	uniprot;reactome;PMID:25772309		CellPhoneDB	1
FGF21	FGFR4	uniprot;PMID:25772309		CellPhoneDB	1
FGF21	KLB	uniprot;PMID:25772309		CellPhoneDB	1
FGF22	FGFR2	reactome;PMID:25772309		CellPhoneDB	1
FGF23	FGFR1	reactome;PMID:25772309		CellPhoneDB	1
FGF23	KL	reactome;PMID:25772309		CellPhoneDB	1
FGF3	FGFR2	reactome;PMID:25772309		CellPhoneDB	1
FGF4	FGFR1	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	1
FGF5	FGFR1	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	1
FGF6	FGFR1	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	1
FGF7	FGFR2	reactome;PMID:25772309		CellPhoneDB	1
FGF8	FGFR3	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	1
FGF9	FGFR3	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	1
FGFR4	TGFBR3	Shilts screen - VALIDATED		CellPhoneDB	1
FGG	ITGA2B	uniprot		CellPhoneDB	1
FGG	ITGAM	uniprot		CellPhoneDB	1
FGG	ITGAX	uniprot		CellPhoneDB	1
FGG	ITGB2	uniprot		CellPhoneDB	1
FGG	ITGB3	uniprot		CellPhoneDB	1
FGL1	LAG3	uniprot		CellPhoneDB	1
FLRT1	ADGRL1	PMID:29100073;PMID:31354411;uniprot;reactome;IUPHAR	PMID:29100073;PMID:31354411	CellPhoneDB	1
FLRT1	ADGRL3	PMID:29100073;PMID:31354411;uniprot;reactome;IUPHAR	PMID:29100073;PMID:31354411	CellPhoneDB	1
FLRT2	ADGRL1	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	1
FLRT2	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	1
FLRT3	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	1
FLRT3	ADGRL2	PMID:29100073;PMID:31354411;uniprot;reactome;IUPHAR	PMID:29100073;PMID:31354411	CellPhoneDB	1
FLRT3	ADGRL3	PMID:29100073;PMID:31354411;uniprot;reactome;IUPHAR	PMID:29100073;PMID:31354411	CellPhoneDB	1
FLT3LG	FLT3	uniprot		CellPhoneDB	1
FN1	ITGA10	uniprot		CellPhoneDB	1
FN1	ITGA11	uniprot		CellPhoneDB	1
FN1	ITGA2	uniprot		CellPhoneDB	1
FN1	ITGA2B	uniprot		CellPhoneDB	1
FN1	ITGA3	uniprot		CellPhoneDB	1
FN1	ITGA4	uniprot		CellPhoneDB	1
FN1	ITGA5	uniprot		CellPhoneDB	1
FN1	ITGA8	uniprot		CellPhoneDB	1
FN1	ITGAV	uniprot		CellPhoneDB	1
FN1	ITGB1	uniprot		CellPhoneDB	1
FN1	ITGB3	uniprot		CellPhoneDB	1
FN1	ITGB5	uniprot		CellPhoneDB	1
FN1	ITGB7	uniprot		CellPhoneDB	1
FSHB	FSHR	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
FTH1	SCARA5	uniprot		CellPhoneDB	1
FTL	SCARA5	uniprot		CellPhoneDB	1
GAD1	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD1	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAD2	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAL	GALR1	uniprot;uniprot;reactome;IUPHAR		CellPhoneDB	1
GAL	GALR2	uniprot;uniprot;reactome;IUPHAR		CellPhoneDB	1
GAL	GALR3	uniprot;uniprot;reactome;IUPHAR		CellPhoneDB	1
GAL	GPR151	uniprot		CellPhoneDB	1
GALP	GALR1	uniprot;uniprot;reactome;IUPHAR		CellPhoneDB	1
GALP	GALR2	uniprot;uniprot;reactome;IUPHAR		CellPhoneDB	1
GALP	GALR3	uniprot;uniprot;reactome;IUPHAR		CellPhoneDB	1
GALP	GPR151	uniprot		CellPhoneDB	1
GAS6	AXL	uniprot		CellPhoneDB	1
GAS6	MERTK	uniprot		CellPhoneDB	1
GAS6	TYRO3	uniprot		CellPhoneDB	1
GAST	ADGRG1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAST	CCKAR	uniprot;reactome;IUPHAR		CellPhoneDB	1
GAST	CCKBR	uniprot;HMRbase;reactome		CellPhoneDB	1
GCG	GCGR	uniprot;HMRbase;reactome		CellPhoneDB	1
GCG	GLP1R	uniprot		CellPhoneDB	1
GCG	GLP2R	uniprot		CellPhoneDB	1
GDF1	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF1	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF10	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF10	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF11	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF11	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF11	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF11	TGFBR1	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF2	ACVR1B	PMID:1218020110	PMID:1218020110	CellPhoneDB	1
GDF2	ACVR2A	PMID:25136781	PMID:25136781	CellPhoneDB	1
GDF2	ACVRL1	PMID:22710174;PMID:25136781	PMID:22710174;PMID:25136781	CellPhoneDB	1
GDF2	BMPR1B	PMID:1218020110	PMID:1218020110	CellPhoneDB	1
GDF2	BMPR2	PMID:1218020110;PMID:22710174	PMID:1218020110;PMID:22710174	CellPhoneDB	1
GDF3	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF3	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF5	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF5	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF5	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF5	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF5	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF6	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF6	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF6	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF6	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF6	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF7	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF7	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF7	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF7	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF7	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	1
GDF9	BMPR2	PMID:12135884	PMID:12135884	CellPhoneDB	1
GDF9	TGFBR1	PMID:12135884	PMID:12135884	CellPhoneDB	1
GDNF	GFRA1	uniprot		CellPhoneDB	1
GDNF	RET	uniprot		CellPhoneDB	1
GGT1	CYSLTR1	HMRbase;uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
GGT1	CYSLTR2	HMRbase;uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
GGT1	GPR17	uniprot;reactome		CellPhoneDB	1
GGT5	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	1
GGT5	CYSLTR2	HMRbase;uniprot;reactome		CellPhoneDB	1
GGT5	GPR17	uniprot;reactome		CellPhoneDB	1
GH1	GHR	uniprot;HMRbase		CellPhoneDB	1
GH2	GHR	uniprot;HMRbase		CellPhoneDB	1
GHRH	GHRHR	uniprot;HMRbase;reactome		CellPhoneDB	1
GHRL	GHRHR	uniprot;HMRbase;reactome		CellPhoneDB	1
GHRL	GHSR	uniprot;reactome;IUPHAR		CellPhoneDB	1
GHRL	GPR39	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
GIP	GIPR	uniprot		CellPhoneDB	1
GJA1	GJA5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GJA3	GJA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GJA3	GJA5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GJA3	GJC1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GJC1	GJA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GJC1	GJA5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	1
GLS2	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	1
GNRH1	GNRHR	uniprot;HMRbase;reactome		CellPhoneDB	1
GNRH1	GNRHR2	uniprot;HMRbase;reactome		CellPhoneDB	1
GNRH2	GNRHR	uniprot;HMRbase;reactome		CellPhoneDB	1
GNRH2	GNRHR2	uniprot;HMRbase;reactome		CellPhoneDB	1
GP1BA	ITGAM	PMC2194217		CellPhoneDB	1
GP1BA	ITGB2	PMC2194217		CellPhoneDB	1
GPHA2	TSHR	uniprot;HMRbase;reactome		CellPhoneDB	1
GPHB5	TSHR	uniprot;HMRbase;reactome		CellPhoneDB	1
GRP	GRPR	uniprot;HMRbase;reactome		CellPhoneDB	1
GRP	NMBR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
HBEGF	EGFR	uniprot		CellPhoneDB	1
HBEGF	ERBB2	uniprot		CellPhoneDB	1
HBEGF	ERBB4	uniprot		CellPhoneDB	1
HCRT	HCRTR1	uniprot		CellPhoneDB	1
HCRT	HCRTR2	uniprot		CellPhoneDB	1
HDC	HRH1	uniprot;reactome		CellPhoneDB	1
HDC	HRH2	uniprot;reactome		CellPhoneDB	1
HDC	HRH3	uniprot;reactome		CellPhoneDB	1
HDC	HRH4	uniprot;reactome		CellPhoneDB	1
HEBP1	FPR3	reactome		CellPhoneDB	1
HFE	TFRC	uniprot		CellPhoneDB	1
HGF	MET	uniprot		CellPhoneDB	1
HLA-A	KIR3DL1	uniprot		CellPhoneDB	1
HLA-B	KIR3DL2	uniprot		CellPhoneDB	1
HLA-C	KIR2DL1	PMID:28484462	PMID:28484462	CellPhoneDB	1
HLA-C	KIR2DL3	PMID:28484462	PMID:28484462	CellPhoneDB	1
HLA-E	KLRC1	Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577;PMID:28484462	PMID:28484462	CellPhoneDB	1
HLA-E	KLRC2	PMID:28484462;activating_interaction._uniprot_&_PMID:26697006	PMID:28484462	CellPhoneDB	1
HLA-E	KLRC3	PMID:28484462	PMID:28484462	CellPhoneDB	1
HLA-E	KLRD1	PMID:28484462	PMID:28484462	CellPhoneDB	1
HLA-E	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
HLA-E	VSIR	Shilts screen - VALIDATED		CellPhoneDB	1
HLA-F	KIR3DL1	PMID:27455421	PMID:27455421	CellPhoneDB	1
HLA-F	KIR3DL2	PMID:27455421	PMID:27455421	CellPhoneDB	1
HLA-F	KIR3DS1	PMID:27455421	PMID:27455421	CellPhoneDB	1
HLA-F	LILRB1	PMID:11169396	PMID:11169396	CellPhoneDB	1
HLA-F	LILRB2	PMID:11169396	PMID:11169396	CellPhoneDB	1
HLA-F	VSIR	Shilts screen - VALIDATED		CellPhoneDB	1
HLA-G	LILRB1	uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108		CellPhoneDB	1
HLA-G	LILRB2	uniprot		CellPhoneDB	1
HSD17B1	ESR1	HMRbase;reactome		CellPhoneDB	1
HSD17B1	ESR2	HMRbase		CellPhoneDB	1
HSD17B1	GPER1	reactome;uniprot		CellPhoneDB	1
HSD17B1	NR1I2	HMRbase		CellPhoneDB	1
HSD17B12	AR	HMRbase;uniprot		CellPhoneDB	1
HSD17B3	AR	HMRbase;uniprot		CellPhoneDB	1
HSD17B6	NR1H4	HMRbase		CellPhoneDB	1
HSD3B1	CATSPER1	uniprot;reactome		CellPhoneDB	1
HSD3B1	CATSPER2	uniprot;reactome		CellPhoneDB	1
HSD3B1	CATSPER3	uniprot;reactome		CellPhoneDB	1
HSD3B1	CATSPER4	uniprot;reactome		CellPhoneDB	1
HSD3B1	CATSPERB	uniprot;reactome		CellPhoneDB	1
HSD3B1	CATSPERD	uniprot;reactome		CellPhoneDB	1
HSD3B1	PGR	HMRbase		CellPhoneDB	1
IAPP	CALCR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/);reactome		CellPhoneDB	1
IAPP	RAMP1	reactome		CellPhoneDB	1
IAPP	RAMP2	reactome		CellPhoneDB	1
IAPP	RAMP3	reactome		CellPhoneDB	1
ICAM1	ITGAL	Reviewed_in_PMID:23602662;uniprot		CellPhoneDB	1
ICAM1	ITGAM	uniprot		CellPhoneDB	1
ICAM1	ITGAX	PMID:16252253	PMID:16252253	CellPhoneDB	1
ICAM1	ITGB2	PMID:16252253;uniprot	PMID:16252253	CellPhoneDB	1
ICAM1	SPN	PMID:1683685	PMID:1683685	CellPhoneDB	1
ICAM2	CD209	uniprot		CellPhoneDB	1
ICAM2	ITGAL	uniprot		CellPhoneDB	1
ICAM2	ITGB2	uniprot		CellPhoneDB	1
ICAM3	CD209	PMID:15795245	PMID:15795245	CellPhoneDB	1
ICAM3	CLEC4M	PMID:15795245	PMID:15795245	CellPhoneDB	1
ICAM3	ITGAD	uniprot		CellPhoneDB	1
ICAM3	ITGAL	uniprot		CellPhoneDB	1
ICAM3	ITGB2	uniprot		CellPhoneDB	1
ICAM4	ITGAL	uniprot		CellPhoneDB	1
ICAM4	ITGB2	uniprot		CellPhoneDB	1
ICOSLG	ICOS	important_for_T_follicular_helper_cells_(Tfh)_and_type_2_T_helper_cell_(Th2)_responses._Reviewed_in_PMID:23954143		CellPhoneDB	1
IFNA1	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNA1	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNA10	IFNAR1	uniprot		CellPhoneDB	1
IFNA10	IFNAR2	uniprot		CellPhoneDB	1
IFNA14	IFNAR1	uniprot		CellPhoneDB	1
IFNA14	IFNAR2	uniprot		CellPhoneDB	1
IFNA16	IFNAR1	uniprot		CellPhoneDB	1
IFNA16	IFNAR2	uniprot		CellPhoneDB	1
IFNA17	IFNAR1	uniprot		CellPhoneDB	1
IFNA17	IFNAR2	uniprot		CellPhoneDB	1
IFNA2	IFNAR1	PDB:3se3		CellPhoneDB	1
IFNA2	IFNAR2	PDB:3se3		CellPhoneDB	1
IFNA21	IFNAR1	uniprot		CellPhoneDB	1
IFNA21	IFNAR2	uniprot		CellPhoneDB	1
IFNA4	IFNAR1	uniprot		CellPhoneDB	1
IFNA4	IFNAR2	uniprot		CellPhoneDB	1
IFNA5	IFNAR1	uniprot		CellPhoneDB	1
IFNA5	IFNAR2	uniprot		CellPhoneDB	1
IFNA6	IFNAR1	uniprot		CellPhoneDB	1
IFNA6	IFNAR2	uniprot		CellPhoneDB	1
IFNA7	IFNAR1	uniprot		CellPhoneDB	1
IFNA7	IFNAR2	uniprot		CellPhoneDB	1
IFNA8	IFNAR1	uniprot		CellPhoneDB	1
IFNA8	IFNAR2	uniprot		CellPhoneDB	1
IFNB1	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNB1	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNE	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNE	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNG	IFNGR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNG	IFNGR2	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNK	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNK	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNL1	IFNLR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNL1	IL10RB	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNL2	IFNLR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNL2	IL10RB	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNL3	IFNLR1	5t5w;PDB;PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNL3	IL10RB	5t5w;PDB;PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNW1	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	1
IFNW1	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	1
IGF1	GPC3	PMID:18413366	PMID:18413366	CellPhoneDB	1
IGF1	IGF1R	PMID:18413366;uniprot	PMID:18413366	CellPhoneDB	1
IGF1	ITGA6	uniprot		CellPhoneDB	1
IGF1	ITGAV	uniprot		CellPhoneDB	1
IGF1	ITGB3	uniprot		CellPhoneDB	1
IGF1	ITGB4	uniprot		CellPhoneDB	1
IGF2	IGF1R	PMID:27102148	PMID:27102148	CellPhoneDB	1
IGF2	IGF2R	uniprot		CellPhoneDB	1
IGFBP3	TMEM219	reactome;uniprot;PMID:20353938		CellPhoneDB	1
IGFL1	IGFLR1	uniprot		CellPhoneDB	1
IGFL2	IGFLR1	uniprot		CellPhoneDB	1
IGFL3	IGFLR1	uniprot		CellPhoneDB	1
IHH	BOC	reactome		CellPhoneDB	1
IHH	CDON	reactome		CellPhoneDB	1
IHH	GAS1	reactome		CellPhoneDB	1
IHH	HHIP	reactome;PMID:10050855		CellPhoneDB	1
IHH	PTCH1	reactome		CellPhoneDB	1
IL10	IL10RA	PDB:1j7v_partially		CellPhoneDB	1
IL10	IL10RB	PDB:1j7v_partially		CellPhoneDB	1
IL11	IL11RA	uniprot		CellPhoneDB	1
IL11	IL6ST	uniprot		CellPhoneDB	1
IL12A	IL12RB1	uniprot		CellPhoneDB	1
IL12A	IL12RB2	uniprot		CellPhoneDB	1
IL12A	IL6ST	uniprot		CellPhoneDB	1
IL12B	IL12RB1	uniprot		CellPhoneDB	1
IL12B	IL12RB2	uniprot		CellPhoneDB	1
IL12B	IL23R	uniprot		CellPhoneDB	1
IL13	IL13RA1	3bpo;PDB		CellPhoneDB	1
IL13	IL13RA2	PMID:26471366	PMID:26471366	CellPhoneDB	1
IL13	IL4R	3bpo;PDB		CellPhoneDB	1
IL15	IL15RA	Need_expression_of_IL15RA_(Q13261)_in_other_cells._2z3q;PDB_partially		CellPhoneDB	1
IL15	IL2RB	Need_expression_of_IL15RA_(Q13261)_in_other_cells._2z3q;PDB_partially		CellPhoneDB	1
IL17A	IL17RA	uniprot		CellPhoneDB	1
IL17A	IL17RC	uniprot		CellPhoneDB	1
IL17C	IL17RA	uniprot		CellPhoneDB	1
IL17C	IL17RE	uniprot		CellPhoneDB	1
IL17F	IL17RA	uniprot		CellPhoneDB	1
IL17F	IL17RC	uniprot		CellPhoneDB	1
IL18	IL18R1	3wo3;PDB_partially		CellPhoneDB	1
IL18	IL18RAP	3wo3;PDB_partially		CellPhoneDB	1
IL19	IL20RA	uniprot		CellPhoneDB	1
IL19	IL20RB	uniprot		CellPhoneDB	1
IL1A	IL1R1	uniprot		CellPhoneDB	1
IL1A	IL1R2	low_affinity;uniprot		CellPhoneDB	1
IL1A	IL1RAP	low_affinity;uniprot;uniprot		CellPhoneDB	1
IL1B	IL1R1	4dep;PDB		CellPhoneDB	1
IL1B	IL1R2	PDB:3o4o		CellPhoneDB	1
IL1B	IL1RAP	4dep;PDB;PDB:3o4o		CellPhoneDB	1
IL1F10	IL1RAP	to_check		CellPhoneDB	1
IL1F10	IL1RL2	to_check		CellPhoneDB	1
IL1RAP	PTPRF	Shilts screen - VALIDATED		CellPhoneDB	1
IL1RN	IL1R1	1irPDB_partially		CellPhoneDB	1
IL1RN	IL1R2	low_affinity		CellPhoneDB	1
IL1RN	IL1RAP	1irPDB_partially;low_affinity		CellPhoneDB	1
IL2	IL2RA	2b5i;PDB		CellPhoneDB	1
IL2	IL2RB	2b5i;PDB;3qaz;PDB		CellPhoneDB	1
IL2	IL2RG	2b5i;PDB;3qaz;PDB		CellPhoneDB	1
IL20	IL20RA	uniprot		CellPhoneDB	1
IL20	IL20RB	uniprot		CellPhoneDB	1
IL20	IL22RA1	uniprot		CellPhoneDB	1
IL21	IL21R	3tgPDB:\w+_partially;uniprot		CellPhoneDB	1
IL21	IL2RG	3tgPDB:\w+_partially;uniprot		CellPhoneDB	1
IL22	IL10RB	3dgPDB:$4		CellPhoneDB	1
IL22	IL22RA1	3dgPDB:$4		CellPhoneDB	1
IL23A	IL12RB1	uniprot		CellPhoneDB	1
IL23A	IL23R	uniprot		CellPhoneDB	1
IL24	IL20RA	uniprot		CellPhoneDB	1
IL24	IL20RB	uniprot		CellPhoneDB	1
