source_genesymbol	target_genesymbol	consensus_stimulation	consensus_inhibition	references	sources
DNMT3A	CDH6	0	0	19070387	TRRUST
DNMT3A	IGFBP3	0	0	19070387	TRRUST
DNMT3A	SETDB1	0	0	16682412	TRRUST
DNMT3A	SFRP1	0	0	24374650	TRRUST
DNMT3A	SFRP5	0	0	24374650	TRRUST
DNMT3L	TDG	0	0	20428781	TRRUST
DR1	NR1I2	0	0	18305375	TRRUST
DR1	NR2C2	0	0	21126370	TRRUST
DR1	PTGS2	0	0	11840453	TRRUST
DRAP1	TBP	0	0	15509807	TRRUST
DUX4	HEY1	0	0	24278031	SIGNOR;TRRUST
E2F1	ATG5	0	0	18408756	TRRUST
E2F1	AURKA	0	0	20300951	TRRUST
E2F1	AURKB	0	0	15033491	TRRUST
E2F1	CASP7	0	0	12766778	TRRUST
E2F1	CCL3	0	0	17707233	CytReg;TRRUST
E2F1	CHEK2	0	0	15024084	TRRUST
E2F1	CREBBP	0	0	9238849	TRRUST
E2F1	CTNNBIP1	0	0	21310950;21532622	DoRothEA-A;TFactS;TRRUST
E2F1	CUX1	0	0	18347061	TRRUST
E2F1	DNMT1	0	0	15867357;17575144;24502362	Pavlidis2021;TFactS;TRRUST
E2F1	DRAM1	0	0	18408756	GEREDB;TFactS;TRRUST
E2F1	ERCC1	0	0	22159227	TRRUST
E2F1	ETV4	0	0	18687701	GEREDB;TRRUST
E2F1	FANCA	0	0	18438432	TRRUST
E2F1	FHIT	0	0	15044096	TRRUST
E2F1	FLT1	0	0	20516113	TFactS;TRRUST
E2F1	GINS3	0	0	17127213	TRRUST
E2F1	IL1B	0	0	17707233	CytReg;TRRUST
E2F1	IL23A	0	0	17707233	CytReg;TRRUST
E2F1	KDR	0	0	20516113	TFactS;TRRUST
E2F1	MAP1LC3A	0	0	18408756	TFactS;TRRUST
E2F1	MAPK8	0	0	20800677	TRRUST
E2F1	MCM5	0	0	11799067;17210690	NTNU.Curated;TFactS;TRRUST
E2F1	MEFV	0	0	20805247	TRRUST
E2F1	MYB	0	0	10567569;15867358;16299810;7565760;7929342;8137237	DoRothEA-A;GEREDB;TFactS;TRRUST
E2F1	MYH10	0	0	8931991	TRRUST
E2F1	NPAT	0	0	12527885;12665581	Pavlidis2021;TFactS;TRRUST
E2F1	PEG10	0	0	18625225	TRRUST
E2F1	PTPRO	0	0	18644370	TFactS;TRRUST
E2F1	RASGEF1B	0	0	18396012	GEREDB;SIGNOR;TRRUST
E2F1	RASGRP1	0	0	18396012	GEREDB;SIGNOR;TRRUST
E2F1	RNF2	0	0	17873902	TRRUST
E2F1	RRM1	0	0	14618416	SIGNOR;TRRUST
E2F1	RRM2	0	0	19416980	TRRUST
E2F1	RRP1B	0	0	20040599	TFactS;TRRUST
E2F1	TNF	0	0	17707233	CytReg;TRRUST
E2F1	TOP2A	0	0	11313881	TRRUST
E2F1	TP53INP1	0	0	15706352	TRRUST
E2F1	ULK1	0	0	18408756	GEREDB;TFactS;TRRUST
E2F1	WWOX	0	0	15044096	TRRUST
E2F1	ZNF350	0	0	20713352;22768064	TFactS;TRRUST
E2F2	CUX1	0	0	18347061	TRRUST
E2F3	CCNA2	0	0	16909110	TRRUST
E2F3	CUX1	0	0	18347061	TRRUST
E2F3	MAPK8	0	0	20800677	TRRUST
E2F3	PLK1	0	0	16909110;18439978	TFactS;TRRUST
E2F3	TFE3	0	0	12748276	TRRUST
E2F3	VEGFA	0	0	21372519	TRRUST
E2F4	AR	0	0	22508987	TRRUST
E2F4	AURKB	0	0	15033491;17531812	DoRothEA-A;TRRUST
E2F4	CDK2	0	0	17531812;22447046	DoRothEA-A;TRRUST
E2F4	CUX1	0	0	17531812;18347061	DoRothEA-A;TRRUST
HCFC1	E2F4	0	0	17612494	TRRUST
E2F4	HCFC1	0	0	14532282	TRRUST
E2F4	LIN54	0	0	19725879	TRRUST
E2F4	MCM10	0	0	15195143	TRRUST
E2F4	PEG10	0	0	18625225	TRRUST
E2F4	TOPBP1	0	0	15195143;17531812	DoRothEA-A;TRRUST
E2F5	LOXL2	0	0	20012301	TRRUST
E2F5	MYC	0	0	17132729	NTNU.Curated;TRRUST
E2F6	CYC1	0	0	10998368	TRRUST
E2F6	IL13	0	0	22981205	CytReg;TRRUST
E2F7	E2F1	0	0	18202719	TRRUST
E2F8	CCND1	0	0	20068156	TRRUST
E2F8	E2F1	0	0	18202719	TRRUST
EGR1	AKR1B1	0	0	12890669	TRRUST
EGR1	CCND2	0	0	20590664	TRRUST
EGR1	CDK5R1	0	0	15289351	TRRUST
EGR1	EP300	0	0	15225550;15635605;18798221;20414733	Pavlidis2021;TFactS;TRRUST
EGR1	FCER2	0	0	9300687	GEREDB;SIGNOR;TFactS;TRRUST
EGR1	HYAL1	0	0	18718911	SIGNOR;TRRUST
EGR1	IL2RB	0	0	9199305	TRRUST
EGR1	IMPDH2	0	0	7896827	TRRUST
EGR1	KLK3	0	0	15517885	TRRUST
EGR1	LMTK2	0	0	15289351	TRRUST
EGR1	PCSK2	0	0	9359835	GEREDB;SIGNOR;TRRUST
EGR1	PLAU	0	0	21283769	TRRUST
EGR1	PLAUR	0	0	21283769	TRRUST
EGR1	POR	0	0	10864447	TRRUST
EGR1	PTGS2	0	0	15517885;17032742;20546888;20624458	GEREDB;TRRUST
EGR1	PTP4A1	0	0	9988683	TFactS;TRRUST
EGR1	TCF4	0	0	18798221	GEREDB;TFactS;TRRUST
EGR1	TFPI2	0	0	12757776	GEREDB;TRRUST
EGR1	TOE1	0	0	19508870	TRRUST
EGR1	UBE2S	0	0	18780286	TRRUST
EGR2	IDO1	0	0	24007274	TRRUST
EGR2	LIF	0	0	24007274	CytReg;TRRUST
EGR2	PTGS2	0	0	24007274	TRRUST
EGR3	CAT	0	0	1906159	TRRUST
EGR3	SPRY1	0	0	21826097	TRRUST
ELF1	CYBB	0	0	10233904	TRRUST
ELF1	FCER1A	0	0	11971001	SIGNOR;TRRUST
ELF3	SPRR1A	0	0	9733767	TRRUST
ELF3	SPRR3	0	0	9889002	TRRUST
ELF4	HBD	0	0	15286431	TRRUST
ELF4	MMP9	0	0	12438253	TRRUST
ELK1	CITED2	0	0	16740701	TRRUST
ELK1	EIF2AK1	0	0	19133234	NTNU.Curated;TRRUST
ELK1	ERBB2	0	0	7914192	TRRUST
ELK1	EZH2	0	0	22222375	TRRUST
ELK1	FUT4	0	0	11006292	TRRUST
ELK1	MECOM	0	0	22689058	NTNU.Curated;TRRUST
ELK1	PDGFB	0	0	9690620	TRRUST
ELK1	SKP2	0	0	16969077	TRRUST
ELK1	TNFRSF10B	0	0	21044953;22065586	NTNU.Curated;TRRUST
ELK1	CCN5	0	0	16740701	TRRUST
ELK4	MCL1	0	0	21846680	TRRUST
ELK4	NR2C2	0	0	21126370	TRRUST
ENO1	MYCN	0	0	15382088	TRRUST
EP300	ABCB1	0	0	22154511	TRRUST
EP300	ALOX15	0	0	12517954	SIGNOR;TRRUST
EP300	BIRC5	0	0	19102934;20660371	NTNU.Curated;TRRUST
EP300	CA9	0	0	16270297	TRRUST
EP300	CCNB2	0	0	12482752	TRRUST
EP300	CCND1	0	0	20101207	TRRUST
EP300	CCNE1	0	0	12414652	TRRUST
EP300	CDKN1A	0	0	10362258;15509808;21245169;21858218;22000024	GOA;NTNU.Curated;TRRUST
EP300	CDKN2B	0	0	19419955;22000024	TRRUST
EP300	COL1A2	0	0	19828133;24058639	TFactS;TRRUST
EP300	CRABP1	0	0	18000064	TRRUST
EP300	CXCL8	0	0	19966855	TRRUST
EP300	CYBB	0	0	14605447	TRRUST
EP300	CYP1B1	0	0	20631054	TRRUST
EP300	DNMT1	0	0	19275888	TFactS;TRRUST
EP300	EIF2AK1	0	0	19133234	TRRUST
EP300	EPO	0	0	20368990	TRRUST
EP300	ERBB2	0	0	9045619	TRRUST
EP300	EZH2	0	0	25088689	TRRUST
EP300	GFAP	0	0	20414733	TRRUST
EP300	HINFP	0	0	17826007	TRRUST
EP300	IFNG	0	0	12836278	TRRUST
EP300	IGF1	0	0	18281476	TRRUST
EP300	IGFBP3	0	0	12200149	TRRUST
EP300	IL12B	0	0	15482860	TRRUST
EP300	IL5	0	0	16922677	TRRUST
EP300	IL6	0	0	19966855	TRRUST
EP300	KLK3	0	0	23884959	TRRUST
EP300	KRT16	0	0	12954631;16214953	SIGNOR;TRRUST
EP300	LAMA3	0	0	10713141	TRRUST
EP300	MDM2	0	0	11591713	TRRUST
EP300	MGMT	0	0	22675172	TRRUST
EP300	MMP9	0	0	18985009	TRRUST
MYC	EP300	0	0	12776737	TRRUST
EP300	MYC	0	0	19279113	TRRUST
EP300	NR0B2	0	0	18842595	TRRUST
NR0B2	EP300	0	0	17074765	GEREDB
EP300	NR1H4	0	0	18842595	TRRUST
EP300	PARP1	0	0	17065349	TRRUST
EP300	PCNA	0	0	10618724	TRRUST
EP300	PTGS2	0	0	12057991;12471036;17237818;17395887	TRRUST
EP300	RAD51	0	0	23285190	TRRUST
EP300	RELA	0	0	21146504	TRRUST
EP300	RS1	0	0	18927113	TRRUST
EP300	S100A4	0	0	17143014	TRRUST
EP300	SLC9A2	0	0	11254504	TRRUST
EP300	TBXAS1	0	0	14565864	SIGNOR;TRRUST
EP300	THBD	0	0	15677570	TRRUST
EP300	TP73	0	0	11115495	TRRUST
EP300	TRIM22	0	0	23670564	TRRUST
EP300	VCAM1	0	0	19281832	TRRUST
EP300	VEGFA	0	0	22789427	TRRUST
EP300	WT1	0	0	15752709;18064385	TRRUST
YY1	EP300	0	0	22951020	DoRothEA-A
EP300	YY1	0	0	11486036	TRRUST
EP300	ZEB1	0	0	16804902	TRRUST
EPAS1	CA9	0	0	12171890;20061373	DoRothEA-A;GEREDB;TRRUST
EPAS1	CCR7	0	0	19305150;20738921	GEREDB;TRRUST
EPAS1	COL10A1	0	0	20495570	GEREDB;TRRUST
EPAS1	MMP14	0	0	15592504	TRRUST
EPAS1	MSC	0	0	21081659	TRRUST
EPAS1	PTPRZ1	0	0	15833863;20224786	SIGNOR;TRRUST
USF2	EPAS1	0	0	23991099	TRRUST
EPAS1	USF2	0	0	23991099	TRRUST
ERG	ADAMTS1	0	0	19396168	SIGNOR;TRRUST
ERG	EPB41L3	0	0	20860828	SIGNOR;TRRUST
ERG	EPB41L4B	0	0	20860828	SIGNOR;TRRUST
ERG	FGF2	0	0	12137767	TRRUST
ERG	H4C9	0	0	23185447	TRRUST
ERG	HPGD	0	0	21178489	TRRUST
ERG	ILK	0	0	23027626	TRRUST
ERG	KCNN2	0	0	23185447	TRRUST
ERG	SOX4	0	0	24435928	TRRUST
ERG	TMPRSS2	0	0	20563261;23913826;24418414	GEREDB;Pavlidis2021;TRRUST
ERG	ZEB1	0	0	21747944	TRRUST
ESR1	BLM	0	0	17268063	TRRUST
ESR1	CDK4	0	0	22179484	TRRUST
ESR1	CEBPB	0	0	18414489;19652226	DoRothEA-A;TRRUST
ESR1	CHAT	0	0	10037443	TRRUST
ESR1	CTNNB1	0	0	16628468	TRRUST
ESR1	CXCL12	0	0	18563714	CytReg;GOA;TRRUST
ESR1	HTRA2	0	0	21486948	TRRUST
ESR1	JAK2	0	0	19876927	TRRUST
ESR1	JUNB	0	0	11477071	TRRUST
ESR1	MICB	0	0	23527639	TRRUST
ESR1	UGT2B15	0	0	19487245	TRRUST
ESR1	YWHAQ	0	0	22329840	TRRUST
ESR2	CD68	0	0	11517296	TRRUST
ESR2	CHAT	0	0	10037443	TRRUST
ESR2	CTSD	0	0	10037443;16219765	NTNU.Curated;TRRUST
ESR2	FOS	0	0	10037443;20155458	GEREDB;TRRUST
ESR2	JUN	0	0	10037443	TRRUST
ESR2	MKNK2	0	0	11013076	TRRUST
ESR2	PTPRC	0	0	11517296	TRRUST
ESR2	TFF1	0	0	10037443;11517191;16219765	NTNU.Curated;SIGNOR;TRRUST
ESRRA	AHR	0	0	10620335	TRRUST
ESRRA	NR2F1	0	0	15955695	SIGNOR;TRRUST
ESRRA	NR2F6	0	0	15955695	SIGNOR;TRRUST
ESRRA	PNRC1	0	0	10894149	TRRUST
ESRRA	SNAI1	0	0	15955695	SIGNOR;TRRUST
ESRRA	SNAI2	0	0	15955695	SIGNOR;TRRUST
ESRRB	BCAS2	0	0	24667650	TRRUST
ETS1	EMSY	0	0	24582497	TRRUST
ETS1	CA9	0	0	18381358	TRRUST
ETS1	CD8A	0	0	8413295	SIGNOR;TRRUST
ETS1	COL1A1	0	0	16564026	TRRUST
ETS1	CR1	0	0	10533284	TRRUST
ETS1	CSF3R	0	0	7964503	TRRUST
ETS1	CSNK2B	0	0	11389726	TRRUST
ETS1	ERG	0	0	7731694	TRRUST
ETS1	F13A1	0	0	10037697	TRRUST
ETS1	FGFBP1	0	0	9668098	TRRUST
ETS1	GP6	0	0	12377757	SIGNOR;TRRUST
ETS1	HPGD	0	0	10650939	TRRUST
ETS1	IGFBP1	0	0	21401636	TRRUST
ETS1	IL2RB	0	0	8413220	TFactS;TRRUST
ETS1	IL3	0	0	12387738;25861992;8704203	CytReg;TFactS;TRRUST
ETS1	ITGB3	0	0	11556732	TRRUST
ETS1	LCK	0	0	7970721	TRRUST
ETS1	MDM2	0	0	11424091	TFactS;TRRUST
ETS1	MMP10	0	0	20432469	TRRUST
ETS1	NDRG1	0	0	18381358	TRRUST
ETS1	SLC26A3	0	0	7935445	SIGNOR;TRRUST
ETS1	SPRY2	0	0	14644509	TRRUST
ETS1	SQSTM1	0	0	9762895	TRRUST
ETS1	TAF12	0	0	18567809	TRRUST
ETS1	TBXAS1	0	0	14586398	SIGNOR;TRRUST
ETS1	TGFBR2	0	0	10508522;14976186	TRRUST
ETS1	TMEM158	0	0	11822868	TRRUST
ETS1	TNFSF14	0	0	12215452	CytReg;TRRUST
ETS1	WAS	0	0	10066431	TRRUST
ETS2	ANGPT2	0	0	15003510	TRRUST
ETS2	CD163	0	0	10725797	TRRUST
ETS2	CDK1	0	0	12760745;7867724	DoRothEA-A;TRRUST
ETS2	CSF3R	0	0	7964503	TRRUST
ETS2	CXCL8	0	0	12438253	CytReg;TRRUST
ETS2	EGR1	0	0	9207063	TRRUST
ETS2	ERG	0	0	7731694	TRRUST
ETS2	LCK	0	0	7970721	TRRUST
ETS2	MSR1	0	0	8114743	TRRUST
ETS2	PDE7A	0	0	12737631	TRRUST
ETS2	VWF	0	0	9444957	TRRUST
ETV1	CAT	0	0	19763505	TRRUST
ETV3	NFKB1	0	0	18025162	TRRUST
ETV3	RELA	0	0	18025162	TRRUST
ETV4	BDKRB1	0	0	10842322	TRRUST
ETV4	GBA1	0	0	9272862	GEREDB;TRRUST
ETV4	TIMP2	0	0	8810321	TRRUST
ETV4	TNF	0	0	7896795	TRRUST
ETV5	MMP2	0	0	22968857	TRRUST
ETV6	BBC3	0	0	16828711	SIGNOR;TRRUST
ETV6	CDKN1A	0	0	16828711	SIGNOR;TRRUST
ETV6	IGFBP5	0	0	17242174	TRRUST
ETV6	MAD2L1	0	0	20190817	TRRUST
ETV7	ETS1	0	0	22615925	TRRUST
ETV7	ETS2	0	0	22615925	TRRUST
ETV7	ETV6	0	0	22615925	TRRUST
EVX1	GSC	0	0	22178155	SIGNOR;TRRUST
GSC	EVX1	0	0	22178155	SIGNOR
EWSR1	CCK	0	0	17438102	TRRUST
EWSR1	EGR2	0	0	22327514	TRRUST
EWSR1	MITF	0	0	12966428	TRRUST
EWSR1	PHLDA1	0	0	22323082	TRRUST
EZH2	ADAMTS1	0	0	22514714	TRRUST
EZH2	APC	0	0	22907428	TRRUST
EZH2	AXL	0	0	23077658	TRRUST
EZH2	CCND1	0	0	20132185;21697275	TRRUST
EZH2	CCNE1	0	0	20132185	TRRUST
EZH2	CDKN2B	0	0	21697275	TRRUST
EZH2	FOXC1	0	0	21465172	TRRUST
EZH2	HDAC1	0	0	20132185	TRRUST
EZH2	IGFBP1	0	0	21903722	TRRUST
EZH2	KPNB1	0	0	24132643	TRRUST
EZH2	MMP2	0	0	21629038	TRRUST
EZH2	MST1	0	0	24499724	TRRUST
EZH2	PAX8	0	0	21289264	TRRUST
EZH2	PCNA	0	0	21629038	TRRUST
EZH2	POLR3D	0	0	18852463	TRRUST
EZH2	PRL	0	0	21903722	TRRUST
EZH2	RPLP0	0	0	17676662	TRRUST
EZH2	SNAI2	0	0	23836662	SIGNOR;TRRUST
EZH2	TWIST1	0	0	23836662	SIGNOR;TRRUST
FHL2	CCND1	0	0	21377781	TRRUST
FHL2	CDKN1A	0	0	21377781	TRRUST
FHL2	CDKN1B	0	0	21377781	TRRUST
FHL2	NFKB1	0	0	18752053	TRRUST
FHL2	RELA	0	0	18752053	TRRUST
FIGLA	TCF3	0	0	18499083	TRRUST
FLI1	CCK	0	0	17438102	TRRUST
FLI1	EP300	0	0	24058639	TRRUST
FLI1	FOXM1	0	0	23365673	TRRUST
FLI1	HDAC1	0	0	24058639	TRRUST
FLI1	ID2	0	0	12447693	TRRUST
FLI1	IL10	0	0	20879862	SIGNOR;TRRUST
FOS	ACTA1	0	0	1460048	DoRothEA-A;TRRUST
FOS	BATF3	0	0	12087103	TRRUST
FOS	BCL2L1	0	0	16911523	TRRUST
FOS	CASP9	0	0	20188076	TRRUST
FOS	CCK	0	0	1360635;7693011	TRRUST
FOS	DDIT3	0	0	20188076	TRRUST
FOS	FAS	0	0	10903433	TRRUST
FOS	FMO4	0	0	20188076	TRRUST
FOS	FOXA1	0	0	22577344	TRRUST
FOS	HSPH1	0	0	20188076	TRRUST
FOS	LRIG2	0	0	22721266	TRRUST
FOS	NEFL	0	0	8180132	TRRUST
FOS	NFKB1	0	0	20188076	TRRUST
FOS	NTF3	0	0	7733919	TRRUST
FOS	NTS	0	0	7675173;7791794;7804603;7914659;8182549	GEREDB;TRRUST
FOS	PCK2	0	0	1325459	GEREDB;TRRUST
FOS	PDHA1	0	0	8476854	TRRUST
FOS	PLAU	0	0	11774399	TRRUST
FOS	SMAD4	0	0	11854297	TRRUST
FOS	SOX7	0	0	22171135	TRRUST
FOS	SPI1	0	0	9988737	TRRUST
FOS	SPRR3	0	0	9889002	TRRUST
FOS	SRR	0	0	15681805	TRRUST
FOSB	CXCL8	0	0	20826776	CytReg;TRRUST
FOSB	TGFB1	0	0	10843986	CytReg;TRRUST
FOSL1	EZH2	0	0	23116973	TRRUST
FOSL1	ITGAV	0	0	23319049	TRRUST
FOSL1	ITGB3	0	0	23319049	TRRUST
FOSL1	SFTPD	0	0	10915785	TRRUST
FOSL2	BCL6	0	0	22493372	TRRUST
FOSL2	BRCA1	0	0	17434164;23339184	NTNU.Curated;TRRUST
FOSL2	CCR4	0	0	18071306;22493372	NTNU.Curated;TRRUST
FOSL2	FOSL1	0	0	13679379	DoRothEA-A;NTNU.Curated;SIGNOR;TRRUST
FOSL2	IBSP	0	0	18088579;22492284;23485603	NTNU.Curated;TRRUST
FOSL2	IL5	0	0	10491186	CytReg;TRRUST
FOSL2	MDM2	0	0	22493372	TRRUST
FOSL2	MYB	0	0	22493372	TRRUST
FOSL2	NOS2	0	0	12788789	TRRUST
FOSL2	TGFB1	0	0	10843986;16327802;20427335	CytReg;NTNU.Curated;TRRUST
FOSL2	TIMP1	0	0	11337499	NTNU.Curated;TRRUST
FOXA1	ABCA1	0	0	24807696	TRRUST
FOXA1	CFTR	0	0	24440874	TRRUST
FOXA1	ESR1	0	0	20501593;21572391;24290378	DoRothEA-A;GEREDB;TRRUST
FOXA1	KRT7	0	0	20043065	SIGNOR;TRRUST
FOXA1	MYC	0	0	24512546	TRRUST
FOXA1	NF1	0	0	8495744	TRRUST
FOXA1	NKX2-1	0	0	23358112	TRRUST
FOXA1	RET	0	0	21947652	TRRUST
FOXA1	SERPINC1	0	0	8910619	TRRUST
FOXA2	AGR2	0	0	16222343;20048076	GEREDB;TRRUST
FOXA2	CFTR	0	0	24440874	TRRUST
FOXA2	COL18A1	0	0	11093745	TRRUST
FOXA2	GFER	0	0	20382118	Pavlidis2021;TRRUST
FOXA2	NKX2-1	0	0	23358112	TRRUST
FOXA2	NR5A2	0	0	11595170	GEREDB;TRRUST
FOXA2	PAX6	0	0	22911885	TRRUST
FOXA2	SERPINC1	0	0	8910619	TRRUST
FOXA2	TCF7L2	0	0	22951069	TRRUST
FOXA2	TFF1	0	0	10073575	TRRUST
FOXA3	CYP3A7	0	0	19706729	TRRUST
FOXC2	ANGPT2	0	0	18621714;20213583	GEREDB;TRRUST
FOXD3	CYFIP2	0	0	23058321	TRRUST
FOXD3	RARB	0	0	23058321	TRRUST
FOXE1	MSX1	0	0	21177256	SIGNOR;TRRUST
FOXF1	CDH1	0	0	24186199	TRRUST
FOXF2	BAMBI	0	0	19562724	TRRUST
FOXF2	CXCL12	0	0	19562724	TRRUST
FOXF2	ITGB1	0	0	19562724	TRRUST
FOXF2	MT1E	0	0	19562724	TRRUST
FOXF2	MT1F	0	0	19562724	TRRUST
FOXF2	PDGFA	0	0	19562724	TRRUST
FOXF2	PSG7	0	0	19562724	TRRUST
FOXF2	WASF2	0	0	19562724	TRRUST
FOXG1	CDKN1A	0	0	17522785;19755996	GEREDB;TRRUST
FOXH1	AR	0	0	16120611	TRRUST
FOXH1	CTCF	0	0	19956589	TRRUST
FOXJ1	ASPM	0	0	16809635	TRRUST
FOXK2	SIN3A	0	0	24748658	TRRUST
FOXL2	SIRT1	0	0	19010791	SIGNOR;TRRUST
FOXM1	AR	0	0	24583551	TRRUST
FOXM1	BRIP1	0	0	23108394	TRRUST
FOXM1	BTG2	0	0	19615363	TRRUST
FOXM1	CDC25B	0	0	19276163	TRRUST
FOXM1	FGB	0	0	15737987	TRRUST
FOXM1	VEGFB	0	0	21860419	TRRUST
FOXN1	DSG4	0	0	19683850	GEREDB;SIGNOR;TRRUST
FOXN4	PANK2	0	0	20603201	TRRUST
FOXO1	AR	0	0	19074551	TRRUST
FOXO1	NEUROG3	0	0	20033803	TRRUST
FOXO1	NKX6-1	0	0	20033803	TRRUST
FOXO1	NLK	0	0	23144700	TRRUST
FOXO1	RAG1	0	0	18469817;21655267	GEREDB;Pavlidis2021;TRRUST
FOXO3	VEGFB	0	0	21860419	TRRUST
FOXO4	PSMD11	0	0	22972301	TRRUST
FOXO4	TNFSF10	0	0	23630076	TRRUST
FOXP1	RAG1	0	0	21655267	Pavlidis2021;TRRUST
FOXP2	NKX2-1	0	0	18239190	TRRUST
FOXP2	SRPX	0	0	20858596	TRRUST
FOXP3	CCR4	0	0	20554955;21036387	DoRothEA-A;TRRUST
FOXP3	CDKN1A	0	0	19276356	TRRUST
FOXP3	SATB1	0	0	21743493	TRRUST
FOXP3	ZNF205	0	0	22306510	TRRUST
FOXQ1	BCL11A	0	0	20145154	TRRUST
FOXQ1	RSPO2	0	0	20145154	TRRUST
FOXQ1	TWIST1	0	0	23723077	TRRUST
FOXQ1	VEGFA	0	0	20145154	TRRUST
FOXQ1	WNT3A	0	0	20145154	TRRUST
FUS	KLK3	0	0	21909421	TRRUST
FUS	MDM2	0	0	17234782	TRRUST
GABPA	ERBB2	0	0	7914192	TRRUST
GABPA	RPS3A	0	0	12463423	TRRUST
GABPA	ZNF205	0	0	22306510	TRRUST
GATA1	BACH1	0	0	16492768	TRRUST
GATA1	BDKRB1	0	0	10842322	TRRUST
GATA1	CEBPA	0	0	19825991	SIGNOR;TRRUST
GATA1	DPYSL2	0	0	15207709	TRRUST
GATA1	F13A1	0	0	10037697	TFactS;TRRUST
GATA1	FURIN	0	0	12411321	TRRUST
GATA1	GNAS	0	0	11418466	GEREDB;TRRUST
GATA1	GP1BB	0	0	11418466;8703016	TRRUST
GATA1	HCFC1R1	0	0	22187427	TRRUST
GATA1	IFNG	0	0	12836278	NTNU.Curated;TRRUST
GATA1	ITGA2B	0	0	17725493;8408012	SIGNOR;TRRUST
GATA1	MUC1	0	0	17078870	TRRUST
GATA1	PBXIP1	0	0	22187427	TRRUST
GATA1	PPOX	0	0	17364814;18191920	GEREDB;TRRUST
GATA1	PTGFR	0	0	14746914	TRRUST
GATA1	SEMG1	0	0	18602691	TRRUST
GATA1	SMAD1	0	0	22036566	TRRUST
GATA1	SULT2A1	0	0	22865859	TRRUST
GATA2	DPYSL2	0	0	15207709	TRRUST
GATA2	ERVW-1	0	0	15888734	TRRUST
GATA2	SULT2A1	0	0	22865859	TRRUST
GATA3	CDH1	0	0	20189993	GEREDB;TRRUST
GATA3	CDH3	0	0	22120723	TRRUST
GATA3	CDX2	0	0	19700764	GEREDB;TRRUST
GATA3	CXCL1	0	0	22120723	CytReg;TRRUST
GATA3	EPOR	0	0	23577103	TRRUST
GATA3	ERVW-1	0	0	15888734	TRRUST
GATA3	FOXC2	0	0	22120723	SIGNOR;TRRUST
GATA3	HSD17B1	0	0	9231796	TFactS;TRRUST
GATA3	IL10	0	0	19828627;21507199;28100679	CytReg;GEREDB;TRRUST
GATA3	IL12RB2	0	0	21632975	TRRUST
NFKB1	GATA3	0	0	20660789	TRRUST
GATA3	NFKB1	0	0	19686049	TRRUST
GATA3	PAEP	0	0	19483726	GEREDB;TRRUST
GATA3	RELA	0	0	19686049	TRRUST
RELA	GATA3	0	0	20660789	TRRUST
GATA3	STAT4	0	0	15251440;18691059;19124743;21632975	GEREDB;TRRUST
GATA3	TCF7L2	0	0	22951069	TRRUST
TCF7L2	GATA3	0	0	22951069	TRRUST
GATA4	FABP2	0	0	17290010;22539995	TFactS;TRRUST
GATA4	FCGR2B	0	0	15153544	TRRUST
GATA4	FCGR3B	0	0	15153544	TRRUST
GATA4	FGF10	0	0	22303449	Pavlidis2021;TRRUST
GATA4	HDAC9	0	0	18332107	TRRUST
GATA4	IAPP	0	0	17290010	TRRUST
GATA4	SGPL1	0	0	21184844	TRRUST
GATA4	SUMO1	0	0	15337742	TRRUST
GCM2	CASR	0	0	18712808	SIGNOR;TRRUST
GFI1	NF1	0	0	14504408	TRRUST
GFI1B	MEF2C	0	0	21261500	Pavlidis2021;SIGNOR;TRRUST
GLI1	CCN1	0	0	22056874	TRRUST
GLI1	EGR2	0	0	18924150	TFactS;TRRUST
GLI1	FAS	0	0	21135115	TRRUST
GLI1	H2AX	0	0	21860067	TRRUST
GLI1	IL1R2	0	0	16880536	TRRUST
GLI1	S100A7	0	0	16880536	TRRUST
GLI1	S100A9	0	0	16880536	TRRUST
GLI1	SMAD4	0	0	24739390	TRRUST
SMAD4	GLI1	0	0	24739390	TRRUST
GLI1	SOX9	0	0	17409199	Pavlidis2021;TRRUST
GLI1	TNFRSF10B	0	0	21135115	TRRUST
GLI2	FAS	0	0	21135115	TRRUST
GLI2	FOXA2	0	0	19360354	TRRUST
FOXA2	GLI2	0	0	21093585	Pavlidis2021
GLI2	FOXC2	0	0	19360354;19782461	GEREDB;TRRUST
GLI2	FOXF1	0	0	19049965;19360354;23034409	GEREDB;SIGNOR;TRRUST
GLI2	FOXL1	0	0	19049965;19360354	GEREDB;TRRUST
GLI2	FST	0	0	14691458;15140221;18319260	NTNU.Curated;TFactS;TRRUST
GLI2	H2AX	0	0	21860067	TRRUST
GLI2	JUN	0	0	19219074	TRRUST
GLI2	PDGFRA	0	0	21135115	TRRUST
GLI2	TNFRSF10B	0	0	21135115	TRRUST
GLI2	WNT2B	0	0	19360354	TRRUST
GLI3	HLA-G	0	0	23592762	TRRUST
GSC	GSC2	0	0	9441739	GEREDB;TRRUST
GTF2B	BDKRB1	0	0	15705059	TRRUST
GTF2F1	BGLAP	0	0	9265625	TRRUST
GTF3A	ADM	0	0	12630823	TRRUST
GTF3A	BAG3	0	0	19282432	TRRUST
GTF3A	FUS	0	0	12364590	TRRUST
GTF3A	RAD51B	0	0	9878257	TRRUST
GTF3A	STAT1	0	0	12364590	TRRUST
HAND2	GATA4	0	0	11994297	TRRUST
